transaction_id,customer_id,transaction_datetime,amount,transaction_type,merchant_name,category,fraud_flag
16458,8298,2023-10-05 06:14:31,23.77,Purchase,Target,Shopping,no_fraud
16459,6285,2023-10-05 09:04:25,39.7,Purchase,CVS,Transportation,no_fraud
16460,359,2023-10-05 09:21:21,24.67,Purchase,Exxon,Travel,no_fraud
16461,6156,2023-10-05 09:51:05,17.77,Purchase,Department Store,Transportation,no_fraud
16462,1037,2023-10-05 10:18:04,37.91,Purchase,Medical Office,Travel,no_fraud
16463,9872,2023-10-05 10:40:25,13.3,Purchase,McDonald's,Entertainment,no_fraud
16464,2367,2023-10-05 11:06:14,21.18,Purchase,Uber,Utilities,no_fraud
16465,1913,2023-10-05 11:14:36,3555.13,Deposit,N/A,Deposit,no_fraud
16466,4392,2023-10-05 11:17:25,18.55,Purchase,DoorDash,Entertainment,no_fraud
16467,1169,2023-10-05 11:28:37,31.26,Purchase,Department Store,Travel,no_fraud
16468,9588,2023-10-05 12:10:58,19.03,Purchase,Enterprise,Shopping,no_fraud
16469,8281,2023-10-05 12:35:37,12.88,Purchase,Kroger,Groceries,no_fraud
16470,4405,2023-10-05 13:31:58,35.51,Purchase,Pet Store,Dining,no_fraud
16471,3423,2023-10-05 14:03:43,29.08,Purchase,Uber,Healthcare,no_fraud
16472,5891,2023-10-05 14:05:02,8.63,Purchase,Google,Utilities,no_fraud
16473,6904,2023-10-05 16:13:43,16.81,Purchase,Lyft,Transportation,no_fraud
16474,7394,2023-10-05 16:18:41,14.96,Purchase,Local Restaurant,Entertainment,no_fraud
16475,4943,2023-10-05 16:23:25,9.04,Purchase,AT&T,Education,no_fraud
16476,6925,2023-10-05 16:29:37,1200.0,Withdrawal,N/A,Withdrawal,no_fraud
16477,7684,2023-10-05 17:03:42,24.96,Purchase,Whole Foods,Shopping,no_fraud
16478,9087,2023-10-05 17:11:15,13.76,Purchase,Clothing Store,Transportation,no_fraud
16479,9958,2023-10-05 17:38:01,7.7,Purchase,Uber,Transportation,no_fraud
16480,7684,2023-10-05 17:45:42,12.72,Purchase,Amazon,Education,no_fraud
16481,5809,2023-10-05 17:53:15,17.88,Purchase,Subway,Travel,no_fraud
16482,5272,2023-10-05 18:28:17,43.75,Purchase,Delta Airlines,Healthcare,no_fraud
16483,2380,2023-10-05 18:33:21,29.48,Purchase,Dental Office,Education,no_fraud
16484,3361,2023-10-05 19:58:24,17.79,Purchase,Panera Bread,Education,no_fraud
16485,7440,2023-10-05 20:25:42,9.68,Purchase,Chipotle,Healthcare,no_fraud
16486,4429,2023-10-05 20:29:07,1128.8,Deposit,N/A,Deposit,no_fraud
16487,5820,2023-10-05 21:09:55,298.84,Transfer,N/A,Transfer,no_fraud
16488,3634,2023-10-05 21:17:56,27.57,Refund,Chevron,Healthcare,no_fraud
16489,2014,2023-10-05 22:07:54,19.45,Purchase,Grocery Store,Utilities,no_fraud
16490,7216,2023-10-05 22:33:05,42.28,Refund,CVS,Healthcare,no_fraud
16491,7499,2023-10-05 22:54:09,24.34,Purchase,Spotify,Shopping,no_fraud
16492,2837,2023-10-05 23:25:19,13.22,Purchase,Marriott Hotels,Entertainment,no_fraud
16493,2075,2023-10-05 23:55:26,33.32,Purchase,Spotify,Utilities,no_fraud
16494,9556,2023-10-06 00:20:15,29.4,Purchase,Hardware Store,Dining,no_fraud
16495,9271,2023-10-06 00:28:50,28.33,Purchase,Bookstore,Home,no_fraud
16496,7932,2023-10-06 02:14:22,129.42,Purchase,Home Depot,Travel,no_fraud
16497,2728,2023-10-06 03:03:27,58.82,Purchase,Comcast,Groceries,no_fraud
16498,1414,2023-10-06 03:11:01,26.86,Purchase,Gas Station,Travel,no_fraud
16499,431,2023-10-06 03:17:52,11.49,Purchase,Trader Joe's,Entertainment,no_fraud
16500,7123,2023-10-06 03:32:22,16.54,Purchase,Shell,Home,no_fraud
16501,6315,2023-10-06 04:10:35,7.09,Purchase,Netflix,Groceries,no_fraud
16502,8977,2023-10-06 04:39:43,24.01,Purchase,Auto Shop,Entertainment,no_fraud
16503,5349,2023-10-06 04:41:10,23.08,Purchase,Costco,Utilities,no_fraud
16504,3687,2023-10-06 05:29:38,23.12,Purchase,Apple,Transportation,no_fraud
16505,8536,2023-10-06 05:37:57,22.78,Purchase,Toy Store,Transportation,no_fraud
16506,8562,2023-10-06 06:28:11,28.98,Purchase,Home Depot,Transportation,no_fraud
16507,4121,2023-10-06 06:36:37,3000.0,Withdrawal,N/A,Withdrawal,no_fraud
16508,910,2023-10-06 06:56:24,29.64,Purchase,Amazon,Dining,no_fraud
16509,8056,2023-10-06 07:05:04,14.19,Purchase,Electronics Store,Dining,no_fraud
16510,8382,2023-10-06 07:25:29,35.23,Purchase,Verizon,Entertainment,no_fraud
16511,6216,2023-10-06 08:17:58,28.63,Purchase,Gas Station,Shopping,no_fraud
16512,5842,2023-10-06 08:44:24,10.21,Purchase,Exxon,Transportation,no_fraud
16513,4671,2023-10-06 08:45:59,16.67,Purchase,HBO Max,Healthcare,no_fraud
16514,5228,2023-10-06 08:49:17,26.43,Purchase,Sporting Goods,Shopping,no_fraud
16515,4478,2023-10-06 09:34:15,36.13,Purchase,Bookstore,Home,no_fraud
16516,2835,2023-10-06 09:36:59,18.3,Purchase,Geico,Healthcare,no_fraud
16517,8564,2023-10-06 10:17:31,15.93,Purchase,Airbnb,Shopping,no_fraud
16518,4595,2023-10-06 10:20:26,13.29,Purchase,Dunkin',Utilities,no_fraud
16519,2744,2023-10-06 11:02:52,2598.27,Deposit,N/A,Deposit,no_fraud
16520,2255,2023-10-06 11:54:44,18.66,Purchase,Toy Store,Travel,no_fraud
16521,4759,2023-10-06 12:29:21,9.06,Purchase,T-Mobile,Groceries,no_fraud
16522,8694,2023-10-06 12:56:15,16.56,Purchase,Clothing Store,Dining,no_fraud
16523,4139,2023-10-06 14:05:54,13.7,Purchase,Exxon,Entertainment,no_fraud
16524,1273,2023-10-06 14:23:31,17.06,Purchase,Walmart,Transportation,no_fraud
16525,9108,2023-10-06 14:48:42,50.27,Purchase,Delta Airlines,Healthcare,no_fraud
16526,1025,2023-10-06 14:52:09,23.4,Purchase,Shell,Transportation,no_fraud
16527,2148,2023-10-06 15:04:17,28.47,Purchase,Medical Office,Healthcare,no_fraud
16528,7567,2023-10-06 15:28:17,12.29,Purchase,McDonald's,Utilities,no_fraud
16529,8466,2023-10-06 15:29:03,8.0,Purchase,T-Mobile,Home,no_fraud
16530,2654,2023-10-06 15:43:36,142.91,Deposit,N/A,Deposit,no_fraud
16531,9987,2023-10-06 15:50:54,6.02,Purchase,Hilton Hotels,Shopping,no_fraud
16532,4153,2023-10-06 15:53:58,800.0,Withdrawal,N/A,Withdrawal,no_fraud
16533,7388,2023-10-06 16:24:09,12.58,Purchase,Publix,Entertainment,no_fraud
16534,7893,2023-10-06 16:41:13,30.45,Purchase,Verizon,Groceries,no_fraud
16535,5228,2023-10-06 16:58:51,204.95,Deposit,N/A,Deposit,no_fraud
16536,7577,2023-10-06 17:13:44,32.79,Purchase,Hair Salon,Home,no_fraud
16537,9556,2023-10-06 17:52:07,37.9,Purchase,Disney+,Utilities,no_fraud
16538,3891,2023-10-06 18:08:28,96.18,Purchase,Walgreens,Utilities,no_fraud
16539,6363,2023-10-06 18:17:23,15.77,Purchase,Lyft,Transportation,no_fraud
16540,700,2023-10-06 18:38:47,15.2,Purchase,McDonald's,Transportation,no_fraud
16541,6134,2023-10-06 18:41:04,44.48,Purchase,Exxon,Transportation,no_fraud
16542,4278,2023-10-06 19:09:08,15.39,Purchase,Grocery Store,Healthcare,no_fraud
16543,1354,2023-10-06 19:37:15,15.95,Purchase,Shell,Dining,no_fraud
16544,9039,2023-10-06 19:40:07,29.51,Purchase,Spotify,Healthcare,no_fraud
16545,9670,2023-10-06 20:15:36,20.58,Purchase,HBO Max,Healthcare,no_fraud
16546,4295,2023-10-06 21:23:03,21.93,Purchase,Publix,Entertainment,no_fraud
16547,7085,2023-10-06 21:54:49,4000.0,Withdrawal,N/A,Withdrawal,no_fraud
16548,9915,2023-10-06 21:58:25,12.77,Purchase,Toy Store,Utilities,no_fraud
16549,8651,2023-10-06 22:54:17,61.89,Purchase,Spotify,Education,no_fraud
16550,2011,2023-10-06 23:25:15,18.19,Purchase,Google,Education,no_fraud
16551,822,2023-10-06 23:26:17,22.56,Purchase,Starbucks,Healthcare,no_fraud
16552,4988,2023-10-06 23:54:14,20.19,Purchase,Shell,Transportation,no_fraud
16553,409,2023-10-07 00:03:15,7.42,Purchase,Amazon Prime,Healthcare,no_fraud
16554,7997,2023-10-07 00:23:20,18.48,Purchase,Verizon,Healthcare,no_fraud
16555,500,2023-10-07 00:41:51,51.35,Purchase,Enterprise,Healthcare,no_fraud
16556,3615,2023-10-07 00:42:38,8.0,Purchase,Department Store,Dining,no_fraud
16557,9759,2023-10-07 00:44:29,21.75,Purchase,Jewelry Store,Home,no_fraud
16558,5120,2023-10-07 00:46:27,180.0,Withdrawal,N/A,Withdrawal,no_fraud
16559,5471,2023-10-07 00:47:10,18.86,Purchase,Hardware Store,Travel,no_fraud
16560,1910,2023-10-07 01:47:57,15.33,Purchase,Whole Foods,Healthcare,no_fraud
16561,7763,2023-10-07 02:44:07,19.65,Purchase,Convenience Store,Utilities,no_fraud
16562,3451,2023-10-07 02:48:46,21.91,Purchase,Jewelry Store,Groceries,no_fraud
16563,2017,2023-10-07 03:03:00,417.89,Deposit,N/A,Deposit,no_fraud
16564,7840,2023-10-07 03:16:56,11.8,Purchase,Local Restaurant,Entertainment,no_fraud
16565,9065,2023-10-07 03:37:21,43.37,Purchase,Instacart,Shopping,no_fraud
16566,6569,2023-10-07 03:44:49,24.55,Purchase,Subway,Utilities,no_fraud
16567,6305,2023-10-07 03:55:12,1190.15,Deposit,N/A,Deposit,no_fraud
16568,515,2023-10-07 04:22:58,160.04,Purchase,Hardware Store,Shopping,no_fraud
16569,9955,2023-10-07 04:55:30,13.28,Purchase,Verizon,Healthcare,no_fraud
16570,5337,2023-10-07 05:44:56,9.0,Purchase,Amazon Prime,Shopping,no_fraud
16571,8489,2023-10-07 06:02:30,40.71,Purchase,Lyft,Entertainment,no_fraud
16572,6381,2023-10-07 06:25:20,33.28,Purchase,Home Depot,Shopping,no_fraud
16573,688,2023-10-07 07:32:58,32.95,Purchase,Amazon,Education,no_fraud
16574,8336,2023-10-07 07:57:39,19.27,Purchase,Gas Station,Healthcare,no_fraud
16575,522,2023-10-07 08:43:49,81.39,Purchase,Shell,Shopping,no_fraud
16576,9744,2023-10-07 08:50:29,15.57,Purchase,Target,Dining,no_fraud
16577,6987,2023-10-07 09:45:49,120.7,Refund,Spotify,Utilities,no_fraud
16578,5646,2023-10-07 10:01:42,64.8,Deposit,N/A,Deposit,no_fraud
16579,3971,2023-10-07 10:09:42,14.55,Purchase,Target,Shopping,no_fraud
16580,4448,2023-10-07 10:27:47,10.67,Purchase,Trader Joe's,Transportation,no_fraud
16581,3796,2023-10-07 10:49:56,21.34,Purchase,Hardware Store,Groceries,no_fraud
16582,5860,2023-10-07 10:58:44,12.3,Purchase,Medical Office,Dining,no_fraud
16583,6975,2023-10-07 11:08:08,11.75,Purchase,Florist,Healthcare,no_fraud
16584,289,2023-10-07 11:18:21,11.5,Purchase,Bookstore,Utilities,no_fraud
16585,6385,2023-10-07 11:22:27,39.08,Purchase,CVS,Travel,no_fraud
16586,2706,2023-10-07 12:36:47,11.54,Purchase,Publix,Shopping,no_fraud
16587,131,2023-10-07 12:56:35,11.28,Purchase,DoorDash,Healthcare,no_fraud
16588,3587,2023-10-07 13:02:55,14.85,Purchase,Hair Salon,Healthcare,no_fraud
16589,5501,2023-10-07 14:49:05,684.99,Transfer,N/A,Transfer,no_fraud
16590,5047,2023-10-07 14:52:19,528.78,Deposit,N/A,Deposit,no_fraud
16591,6639,2023-10-07 14:54:50,9.71,Purchase,Exxon,Home,no_fraud
16592,3137,2023-10-07 16:59:19,11.18,Purchase,Whole Foods,Shopping,no_fraud
16593,3986,2023-10-07 17:22:29,41.35,Purchase,AT&T,Travel,no_fraud
16594,5704,2023-10-07 17:33:29,23.16,Purchase,Pharmacy,Dining,no_fraud
16595,2567,2023-10-07 17:52:42,27.57,Purchase,Delta Airlines,Transportation,no_fraud
16596,2110,2023-10-07 19:20:29,581.36,Purchase,Auto Shop,Shopping,no_fraud
16597,8601,2023-10-07 19:52:10,10.91,Purchase,Local Restaurant,Education,no_fraud
16598,1672,2023-10-07 20:54:31,10.64,Purchase,Shell,Shopping,no_fraud
16599,1840,2023-10-07 20:59:51,13.5,Purchase,Hardware Store,Groceries,no_fraud
16600,6264,2023-10-07 21:24:54,15.51,Purchase,Home Depot,Home,no_fraud
16601,1901,2023-10-07 21:56:58,320.0,Withdrawal,N/A,Withdrawal,no_fraud
16602,2073,2023-10-07 22:21:56,19.83,Purchase,McDonald's,Home,no_fraud
16603,7338,2023-10-07 22:44:51,32.93,Purchase,AT&T,Home,no_fraud
16604,5206,2023-10-07 23:41:10,23.32,Purchase,Geico,Travel,no_fraud
16605,2817,2023-10-08 00:27:18,126.21,Deposit,N/A,Deposit,no_fraud
16606,3019,2023-10-08 00:37:56,15.75,Purchase,Instacart,Utilities,no_fraud
16607,6332,2023-10-08 01:34:04,40.0,Withdrawal,N/A,Withdrawal,no_fraud
16608,4849,2023-10-08 02:11:22,115.61,Purchase,Marriott Hotels,Dining,no_fraud
16609,3070,2023-10-08 02:36:59,723.11,Transfer,N/A,Transfer,no_fraud
16610,9065,2023-10-08 02:48:01,28.58,Purchase,Enterprise,Home,no_fraud
16611,9089,2023-10-08 03:02:22,46.65,Refund,Hulu,Dining,no_fraud
16612,24,2023-10-08 03:02:53,348.61,Transfer,N/A,Transfer,no_fraud
16613,1501,2023-10-08 03:12:55,36.33,Purchase,Hulu,Utilities,no_fraud
16614,7070,2023-10-08 03:19:04,14.95,Purchase,DoorDash,Education,no_fraud
16615,4004,2023-10-08 03:19:57,16.69,Purchase,Subway,Dining,no_fraud
16616,7247,2023-10-08 03:23:08,24.82,Purchase,Hardware Store,Education,no_fraud
16617,3149,2023-10-08 03:44:17,16.01,Purchase,HBO Max,Dining,no_fraud
16618,5055,2023-10-08 04:05:23,20.93,Purchase,Walmart,Transportation,no_fraud
16619,3278,2023-10-08 04:13:31,26.76,Purchase,Publix,Shopping,no_fraud
16620,662,2023-10-08 04:38:49,568.45,Deposit,N/A,Deposit,no_fraud
16621,8111,2023-10-08 05:03:14,11.39,Purchase,Starbucks,Entertainment,no_fraud
16622,8493,2023-10-08 05:14:12,15.15,Purchase,Costco,Transportation,no_fraud
16623,1589,2023-10-08 05:15:32,1000.0,Withdrawal,N/A,Withdrawal,no_fraud
16624,5842,2023-10-08 05:32:52,3664.17,Deposit,N/A,Deposit,no_fraud
16625,6294,2023-10-08 05:34:27,9.72,Purchase,Toy Store,Travel,no_fraud
16626,4283,2023-10-08 05:48:40,18.8,Purchase,Starbucks,Entertainment,no_fraud
16627,6253,2023-10-08 06:13:04,20.92,Purchase,HBO Max,Healthcare,no_fraud
16628,5722,2023-10-08 06:37:26,35.71,Purchase,Gym,Home,no_fraud
16629,3533,2023-10-08 06:37:27,31.83,Purchase,Google,Home,no_fraud
16630,8801,2023-10-08 06:54:27,39.18,Purchase,Subway,Travel,no_fraud
16631,2302,2023-10-08 07:25:32,18.28,Purchase,AT&T,Groceries,no_fraud
16632,966,2023-10-08 07:35:52,12.96,Purchase,Clothing Store,Education,no_fraud
16633,8604,2023-10-08 08:08:53,72.45,Transfer,N/A,Transfer,no_fraud
16634,4577,2023-10-08 08:11:15,26.01,Purchase,Geico,Utilities,no_fraud
16635,4929,2023-10-08 08:51:00,19.24,Purchase,Chipotle,Shopping,no_fraud
16636,1800,2023-10-08 09:12:59,44.81,Purchase,Hair Salon,Travel,no_fraud
16637,4219,2023-10-08 09:17:54,32.21,Purchase,Exxon,Healthcare,no_fraud
16638,2520,2023-10-08 09:19:00,56.84,Purchase,Gas Station,Groceries,no_fraud
16639,1579,2023-10-08 09:22:20,26.61,Purchase,Geico,Transportation,no_fraud
16640,6527,2023-10-08 10:06:29,46.06,Purchase,Best Buy,Education,no_fraud
16641,9712,2023-10-08 10:17:56,18.8,Purchase,Bookstore,Shopping,no_fraud
16642,520,2023-10-08 10:40:47,11.93,Purchase,Best Buy,Education,no_fraud
16643,7695,2023-10-08 11:29:30,39.45,Purchase,Uber,Transportation,no_fraud
16644,6267,2023-10-08 11:58:44,30.71,Purchase,Airbnb,Healthcare,no_fraud
16645,6478,2023-10-08 12:48:44,19.58,Purchase,Subway,Education,no_fraud
16646,7072,2023-10-08 13:18:39,27.81,Purchase,Furniture Store,Home,no_fraud
16647,9401,2023-10-08 13:50:22,19.45,Purchase,Medical Office,Education,no_fraud
16648,4817,2023-10-08 14:06:56,43.3,Purchase,Google,Healthcare,no_fraud
16649,2761,2023-10-08 14:22:58,16.35,Purchase,Hulu,Entertainment,no_fraud
16650,112,2023-10-08 14:51:50,12.28,Purchase,Chipotle,Utilities,no_fraud
16651,5536,2023-10-08 15:06:30,17.27,Purchase,Comcast,Home,no_fraud
16652,2264,2023-10-08 15:16:36,24.05,Purchase,Sporting Goods,Dining,no_fraud
16653,8819,2023-10-08 15:23:07,517.15,Transfer,N/A,Transfer,no_fraud
16654,6553,2023-10-08 15:23:13,2795.67,Transfer,N/A,Transfer,no_fraud
16655,5280,2023-10-08 15:32:40,54.65,Purchase,Electronics Store,Transportation,no_fraud
16656,2921,2023-10-08 16:16:32,10.22,Purchase,Panera Bread,Travel,no_fraud
16657,7784,2023-10-08 17:50:13,25.59,Purchase,State Farm,Travel,no_fraud
16658,1632,2023-10-08 18:10:31,28.39,Purchase,Disney+,Utilities,no_fraud
16659,2592,2023-10-08 18:52:55,29.1,Purchase,HBO Max,Travel,no_fraud
16660,1114,2023-10-08 18:59:05,29.5,Purchase,Medical Office,Utilities,no_fraud
16661,5232,2023-10-08 19:12:12,23.87,Purchase,Starbucks,Travel,no_fraud
16662,8823,2023-10-08 19:57:59,62.99,Purchase,Furniture Store,Healthcare,no_fraud
16663,5375,2023-10-08 20:29:01,20.76,Purchase,DoorDash,Dining,no_fraud
16664,8772,2023-10-08 20:39:35,44.26,Purchase,Geico,Entertainment,no_fraud
16665,163,2023-10-08 20:41:41,18.0,Purchase,Lyft,Home,no_fraud
16666,7128,2023-10-08 21:25:13,1392.04,Transfer,N/A,Transfer,no_fraud
16667,404,2023-10-08 21:49:12,11.16,Purchase,Disney+,Shopping,no_fraud
16668,4083,2023-10-08 22:05:53,22.8,Purchase,Walmart,Education,no_fraud
16669,5337,2023-10-08 22:18:48,549.8,Deposit,N/A,Deposit,no_fraud
16670,4367,2023-10-08 22:22:17,17.09,Purchase,Pet Store,Travel,no_fraud
16671,785,2023-10-08 22:42:59,21.48,Purchase,Best Buy,Education,no_fraud
16672,4443,2023-10-08 23:15:27,46.59,Purchase,Hulu,Healthcare,no_fraud
16673,8557,2023-10-08 23:25:13,19.82,Purchase,Clothing Store,Healthcare,no_fraud
16674,7106,2023-10-09 02:43:02,1500.0,Withdrawal,N/A,Withdrawal,no_fraud
16675,1159,2023-10-09 03:31:59,600.0,Withdrawal,N/A,Withdrawal,no_fraud
16676,1447,2023-10-09 05:18:27,14.72,Purchase,Walmart,Utilities,no_fraud
16677,3743,2023-10-09 06:53:38,14.0,Purchase,Google,Entertainment,no_fraud
16678,411,2023-10-09 06:56:59,22.56,Purchase,Kroger,Shopping,no_fraud
16679,3256,2023-10-09 06:58:10,12.98,Purchase,State Farm,Healthcare,no_fraud
16680,8337,2023-10-09 07:12:18,29.48,Purchase,State Farm,Dining,no_fraud
16681,4263,2023-10-09 07:25:48,9.31,Purchase,Auto Shop,Home,no_fraud
16682,8219,2023-10-09 07:33:48,23.98,Purchase,Hair Salon,Healthcare,no_fraud
16683,6916,2023-10-09 07:47:29,17.81,Purchase,Panera Bread,Groceries,no_fraud
16684,6877,2023-10-09 08:51:15,9.22,Purchase,Florist,Dining,no_fraud
16685,5316,2023-10-09 09:02:38,23.5,Purchase,Chipotle,Utilities,no_fraud
16686,8017,2023-10-09 09:43:18,30.33,Purchase,Hair Salon,Shopping,no_fraud
16687,1144,2023-10-09 09:45:19,24.58,Purchase,DoorDash,Dining,no_fraud
16688,2640,2023-10-09 10:11:22,17.64,Purchase,Netflix,Utilities,no_fraud
16689,7516,2023-10-09 11:02:47,17.66,Purchase,Local Restaurant,Travel,no_fraud
16690,9943,2023-10-09 12:14:23,26.04,Purchase,Whole Foods,Travel,no_fraud
16691,2771,2023-10-09 12:46:15,78.43,Purchase,McDonald's,Education,no_fraud
16692,7793,2023-10-09 15:28:37,27.81,Purchase,Dunkin',Groceries,no_fraud
16693,7460,2023-10-09 15:36:57,16.03,Purchase,Apple,Shopping,no_fraud
16694,1863,2023-10-09 16:00:17,40.75,Purchase,Uber,Entertainment,no_fraud
16695,4120,2023-10-09 16:11:56,12.51,Purchase,Amazon,Groceries,no_fraud
16696,293,2023-10-09 16:25:30,18.33,Purchase,Marriott Hotels,Travel,no_fraud
16697,2886,2023-10-09 16:33:49,16.37,Purchase,Subway,Groceries,no_fraud
16698,1006,2023-10-09 17:06:25,34.34,Purchase,Hulu,Entertainment,no_fraud
16699,9202,2023-10-09 17:42:01,18.39,Purchase,Clothing Store,Entertainment,no_fraud
16700,5705,2023-10-09 17:43:23,18.79,Purchase,Apple,Utilities,no_fraud
16701,4121,2023-10-09 18:00:33,567.1,Deposit,N/A,Deposit,no_fraud
16702,6714,2023-10-09 18:41:11,190.26,Deposit,N/A,Deposit,no_fraud
16703,7179,2023-10-09 18:41:54,18.99,Purchase,Comcast,Home,no_fraud
16704,9358,2023-10-09 19:06:17,22.44,Purchase,Clothing Store,Dining,no_fraud
16705,2659,2023-10-09 19:17:45,19.14,Purchase,Panera Bread,Travel,no_fraud
16706,5943,2023-10-09 19:37:56,10.05,Purchase,Disney+,Dining,no_fraud
16707,8072,2023-10-09 19:59:00,14.04,Purchase,Hulu,Groceries,no_fraud
16708,7810,2023-10-09 20:07:56,16.31,Purchase,Dunkin',Entertainment,no_fraud
16709,9087,2023-10-09 20:15:19,15.69,Purchase,Netflix,Utilities,no_fraud
16710,880,2023-10-09 20:28:52,39.97,Purchase,Department Store,Utilities,no_fraud
16711,23,2023-10-09 21:30:39,14.31,Purchase,Home Depot,Travel,no_fraud
16712,2651,2023-10-09 21:37:39,14.86,Purchase,Kroger,Dining,no_fraud
16713,7040,2023-10-09 21:51:31,5.47,Purchase,Medical Office,Home,no_fraud
16714,1217,2023-10-09 22:30:50,79.44,Purchase,Dental Office,Entertainment,no_fraud
16715,2495,2023-10-09 22:41:38,13.56,Purchase,Local Restaurant,Shopping,no_fraud
16716,3439,2023-10-09 23:47:21,1265.7,Transfer,N/A,Transfer,no_fraud
16717,6607,2023-10-09 23:50:36,20.0,Purchase,Shell,Travel,no_fraud
16718,4355,2023-10-10 00:13:06,31.9,Purchase,Auto Shop,Utilities,no_fraud
16719,386,2023-10-10 00:28:08,84.29,Purchase,Uber,Entertainment,no_fraud
16720,8352,2023-10-10 00:49:58,30.19,Purchase,Electronics Store,Home,no_fraud
16721,8524,2023-10-10 01:34:19,247.95,Deposit,N/A,Deposit,no_fraud
16722,8144,2023-10-10 01:35:51,85.81,Purchase,Dunkin',Education,no_fraud
16723,4578,2023-10-10 01:55:58,15.11,Purchase,Subway,Utilities,no_fraud
16724,2625,2023-10-10 02:12:44,20.57,Purchase,Microsoft,Education,no_fraud
16725,1439,2023-10-10 02:22:39,35.2,Purchase,Dunkin',Dining,no_fraud
16726,7412,2023-10-10 03:11:31,16.97,Purchase,Bookstore,Utilities,no_fraud
16727,5983,2023-10-10 03:28:07,15.53,Purchase,Convenience Store,Dining,no_fraud
16728,3632,2023-10-10 03:42:56,27.61,Purchase,Trader Joe's,Travel,no_fraud
16729,2618,2023-10-10 04:03:49,16.4,Purchase,Instacart,Healthcare,no_fraud
16730,3286,2023-10-10 04:03:59,52.45,Deposit,N/A,Deposit,no_fraud
16731,8444,2023-10-10 04:30:16,16.97,Purchase,Amazon,Shopping,no_fraud
16732,3537,2023-10-10 05:20:50,8.83,Purchase,Marriott Hotels,Utilities,no_fraud
16733,7014,2023-10-10 06:01:39,82.21,Deposit,N/A,Deposit,no_fraud
16734,7840,2023-10-10 06:23:26,830.03,Deposit,N/A,Deposit,no_fraud
16735,828,2023-10-10 06:29:15,29.04,Purchase,Clothing Store,Travel,no_fraud
16736,2394,2023-10-10 06:55:40,28.59,Purchase,Delta Airlines,Utilities,no_fraud
16737,3108,2023-10-10 07:33:11,19.05,Purchase,Shell,Utilities,no_fraud
16738,3526,2023-10-10 07:33:43,10.77,Purchase,Auto Shop,Travel,no_fraud
16739,5823,2023-10-10 08:16:23,11.97,Purchase,Home Depot,Utilities,no_fraud
16740,4422,2023-10-10 08:26:09,21.8,Purchase,Spotify,Shopping,no_fraud
16741,8856,2023-10-10 08:35:29,13.37,Purchase,Panera Bread,Dining,no_fraud
16742,1300,2023-10-10 08:53:21,21.78,Purchase,Shell,Dining,no_fraud
16743,7891,2023-10-10 09:47:00,15.56,Purchase,Marriott Hotels,Home,no_fraud
16744,2327,2023-10-10 09:50:22,141.96,Purchase,Chevron,Dining,no_fraud
16745,1006,2023-10-10 09:51:48,20.33,Purchase,Instacart,Healthcare,no_fraud
16746,2133,2023-10-10 10:33:56,27.62,Purchase,Hardware Store,Travel,no_fraud
16747,2592,2023-10-10 11:32:47,93.43,Purchase,Sporting Goods,Travel,no_fraud
16748,945,2023-10-10 11:54:19,11.92,Purchase,Delta Airlines,Education,fraud
16749,9535,2023-10-10 12:08:53,39.71,Purchase,Home Depot,Shopping,no_fraud
16750,8774,2023-10-10 12:11:35,26.28,Purchase,Pharmacy,Travel,no_fraud
16751,6581,2023-10-10 12:14:35,13.43,Purchase,Dental Office,Home,no_fraud
16752,1607,2023-10-10 12:20:10,15.29,Purchase,Instacart,Travel,no_fraud
16753,2666,2023-10-10 12:20:53,6.86,Purchase,Home Depot,Entertainment,no_fraud
16754,9049,2023-10-10 12:22:14,54.67,Purchase,Subway,Dining,no_fraud
16755,4434,2023-10-10 12:35:51,40.0,Withdrawal,N/A,Withdrawal,no_fraud
16756,8987,2023-10-10 12:49:56,19.47,Purchase,Best Buy,Dining,no_fraud
16757,7142,2023-10-10 12:51:49,10.15,Purchase,Local Restaurant,Healthcare,no_fraud
16758,9184,2023-10-10 14:18:44,241.4,Purchase,Chipotle,Shopping,no_fraud
16759,1703,2023-10-10 15:07:24,13.53,Purchase,Airbnb,Groceries,no_fraud
16760,7353,2023-10-10 15:13:03,19.84,Purchase,Marriott Hotels,Entertainment,no_fraud
16761,3070,2023-10-10 15:18:25,17.76,Purchase,Costco,Dining,no_fraud
16762,2999,2023-10-10 15:40:23,128.89,Purchase,Instacart,Travel,no_fraud
16763,132,2023-10-10 15:52:50,49.51,Purchase,Microsoft,Transportation,no_fraud
16764,9233,2023-10-10 15:58:45,11.11,Purchase,Disney+,Utilities,no_fraud
16765,8025,2023-10-10 17:21:39,44.92,Purchase,Furniture Store,Healthcare,no_fraud
16766,6267,2023-10-10 17:24:41,40.64,Purchase,Florist,Healthcare,no_fraud
16767,107,2023-10-10 17:28:52,25.13,Purchase,Amazon,Education,no_fraud
16768,7668,2023-10-10 17:35:58,12.0,Purchase,McDonald's,Shopping,no_fraud
16769,8558,2023-10-10 17:39:15,14.93,Purchase,State Farm,Groceries,no_fraud
16770,8241,2023-10-10 19:10:17,10.37,Purchase,Kroger,Shopping,no_fraud
16771,2877,2023-10-10 19:42:09,12.72,Purchase,Publix,Travel,no_fraud
16772,5439,2023-10-10 20:02:01,10.64,Purchase,Medical Office,Utilities,no_fraud
