liability_id,customer_id,loan_amount,lender_name
3886,8406,108000.0,First National Bank
3887,7282,123000.0,First National Bank
3888,9179,80000.0,BMO Harris
3889,8774,245000.0,Huntington Bank
3890,8820,67000.0,BMO Harris
3891,7223,5000.0,BB&T
3892,9803,1065000.0,Santander
3893,1095,16000.0,Wells Fargo
3894,500,796000.0,US Bank
3895,3533,42000.0,Chase Bank
3896,3783,28000.0,Goldman Sachs
3897,5567,65000.0,M&T Bank
3898,5761,144000.0,US Bank
3899,8217,121000.0,Citibank
3900,1160,180000.0,Charles Schwab Bank
3901,5186,108000.0,USAA
3902,3060,75000.0,American Express
3903,8321,221000.0,Ally Financial
3904,8343,39000.0,Citibank
3905,8365,285000.0,M&T Bank
3906,2110,801000.0,Citizens Bank
3907,617,78000.0,Ally Financial
3908,9817,36000.0,American Express
3909,5710,69000.0,Regions Bank
3910,8919,462000.0,Barclays
3911,5724,1000.0,USAA
3912,8007,89000.0,Synchrony Financial
3913,9352,243000.0,Capital One
3914,4528,13000.0,First National Bank
3915,7897,118000.0,State Farm Bank
3916,5369,498000.0,State Farm Bank
3917,5252,39000.0,KeyBank
3918,3413,127000.0,BB&T
3919,6625,669000.0,BMO Harris
3920,8202,112000.0,Charles Schwab Bank
3921,1341,72000.0,Zions Bank
3922,6815,463000.0,TD Bank
3923,8132,37000.0,M&T Bank
3924,7547,43000.0,KeyBank
3925,2835,152000.0,Discover
3926,9878,1250000.0,US Bank
3927,8214,137000.0,HSBC
3928,3784,10000.0,First National Bank
3929,6452,54000.0,SunTrust
3930,2243,8000.0,BMO Harris
3931,1657,1591000.0,Fifth Third Bank
3932,2253,8000.0,Chase Bank
3933,57,7000.0,Zions Bank
3934,4994,34000.0,PNC Bank
3935,13,23000.0,M&T Bank
3936,2951,356000.0,Capital One
3937,1597,382000.0,PNC Bank
3938,6839,85000.0,USAA
3939,590,206000.0,M&T Bank
3940,6909,48000.0,Bank of America
3941,4341,132000.0,Discover
3942,8674,27000.0,PNC Bank
3943,9999,1429000.0,TD Bank
3944,3436,93000.0,BMO Harris
3945,8138,3000.0,Huntington Bank
3946,6120,153000.0,PNC Bank
3947,128,229000.0,Navy Federal Credit Union
3948,4779,229000.0,Ally Financial
3949,5090,4000.0,Citizens Bank
3950,2151,35000.0,Regions Bank
3951,8596,339000.0,Union Bank
3952,5206,131000.0,M&T Bank
3953,8239,106000.0,Capital One
3954,8041,86000.0,PNC Bank
3955,1865,242000.0,Barclays
3956,6529,114000.0,PNC Bank
3957,7942,7000.0,TD Bank
3958,4257,315000.0,Fifth Third Bank
3959,7716,58000.0,Santander
3960,907,2000.0,Capital One
3961,4875,266000.0,Fifth Third Bank
3962,5264,145000.0,US Bank
3963,6398,93000.0,Navy Federal Credit Union
3964,3018,65000.0,SunTrust
3965,7747,694000.0,State Farm Bank
3966,324,156000.0,Navy Federal Credit Union
3967,8718,275000.0,Synchrony Financial
3968,2064,837000.0,Citibank
3969,5300,132000.0,Capital One
3970,4006,1436000.0,State Farm Bank
3971,5360,182000.0,Union Bank
3972,7213,147000.0,Zions Bank
3973,3626,57000.0,First National Bank
3974,9348,144000.0,First National Bank
3975,8816,107000.0,Santander
3976,65,496000.0,Citizens Bank
3977,6769,31000.0,Chase Bank
3978,9694,2000.0,HSBC
3979,2212,139000.0,Santander
3980,8629,168000.0,Santander
3981,6125,244000.0,TD Bank
3982,4917,33000.0,Wells Fargo
3983,8240,188000.0,Navy Federal Credit Union
3984,4979,490000.0,Citibank
3985,7365,372000.0,Regions Bank
3986,6937,452000.0,First National Bank
3987,1824,331000.0,Union Bank
3988,4851,644000.0,US Bank
3989,8290,118000.0,Capital One
3990,4958,10000.0,Union Bank
3991,43,158000.0,BMO Harris
3992,2922,481000.0,Wells Fargo
3993,3111,240000.0,BB&T
3994,8284,4000.0,HSBC
3995,2391,171000.0,HSBC
3996,8169,66000.0,Fifth Third Bank
3997,9995,53000.0,Barclays
3998,1049,703000.0,M&T Bank
3999,1516,3000.0,State Farm Bank
4000,6428,96000.0,Wells Fargo
4001,717,3000.0,Citibank
4002,5753,80000.0,State Farm Bank
4003,8722,185000.0,BMO Harris
4004,8877,85000.0,BMO Harris
4005,1173,30000.0,M&T Bank
4006,8596,388000.0,Synchrony Financial
4007,7551,799000.0,Fifth Third Bank
4008,727,354000.0,Comerica Bank
4009,2024,158000.0,PNC Bank
4010,9497,69000.0,Navy Federal Credit Union
4011,1742,8000.0,BMO Harris
4012,3518,79000.0,M&T Bank
4013,8354,253000.0,American Express
4014,7007,203000.0,USAA
4015,8056,435000.0,Regions Bank
4016,5583,64000.0,KeyBank
4017,5343,144000.0,SunTrust
4018,1106,660000.0,Comerica Bank
4019,2621,10000.0,Citibank
4020,6380,196000.0,M&T Bank
4021,2718,110000.0,Synchrony Financial
4022,5947,363000.0,Fifth Third Bank
4023,1928,104000.0,Citibank
4024,6610,106000.0,Barclays
4025,8508,50000.0,Ally Financial
4026,1213,34000.0,Navy Federal Credit Union
4027,2288,440000.0,HSBC
4028,9968,61000.0,Regions Bank
4029,4703,131000.0,Wells Fargo
4030,1478,231000.0,American Express
4031,729,369000.0,Santander
4032,793,591000.0,SunTrust
4033,9397,283000.0,Navy Federal Credit Union
4034,4343,9000.0,American Express
4035,7779,164000.0,American Express
4036,7504,295000.0,SunTrust
4037,560,2000.0,Comerica Bank
4038,9717,276000.0,HSBC
4039,7324,108000.0,Regions Bank
4040,1577,39000.0,Ally Financial
4041,7628,147000.0,BB&T
4042,721,22000.0,Union Bank
4043,2407,473000.0,Citizens Bank
4044,2875,123000.0,Fifth Third Bank
4045,3855,9000.0,US Bank
4046,5190,510000.0,Goldman Sachs
4047,5821,134000.0,Discover
4048,8984,431000.0,USAA
4049,7587,119000.0,Comerica Bank
4050,9170,6000.0,HSBC
4051,8503,478000.0,SunTrust
4052,7147,517000.0,Regions Bank
4053,8187,118000.0,Charles Schwab Bank
4054,3472,2000.0,Santander
4055,7712,14000.0,US Bank
4056,4861,27000.0,Union Bank
4057,1360,470000.0,Ally Financial
4058,1689,9000.0,Navy Federal Credit Union
4059,7562,212000.0,BB&T
4060,918,143000.0,PNC Bank
4061,5802,8000.0,Citibank
4062,6437,9000.0,Wells Fargo
4063,5879,171000.0,BMO Harris
4064,2667,6000.0,TD Bank
4065,7625,65000.0,Huntington Bank
4066,9170,5000.0,Wells Fargo
4067,2704,737000.0,Goldman Sachs
4068,4595,90000.0,Zions Bank
4069,7666,348000.0,Capital One
4070,9826,413000.0,Regions Bank
4071,2093,309000.0,State Farm Bank
4072,2223,541000.0,PNC Bank
4073,1155,68000.0,TD Bank
4074,2819,207000.0,Discover
4075,2167,201000.0,Bank of America
4076,1609,997000.0,Fifth Third Bank
4077,2187,75000.0,Charles Schwab Bank
4078,7357,435000.0,Charles Schwab Bank
4079,9370,130000.0,Goldman Sachs
4080,6048,72000.0,USAA
4081,4206,99000.0,Navy Federal Credit Union
4082,9908,296000.0,Bank of America
4083,8994,143000.0,Bank of America
4084,5743,1000.0,Regions Bank
4085,4155,391000.0,PNC Bank
4086,719,205000.0,Zions Bank
4087,1006,101000.0,Chase Bank
4088,8139,62000.0,Citizens Bank
4089,2895,57000.0,BMO Harris
4090,8592,2000.0,First National Bank
4091,216,8000.0,Citibank
4092,7507,28000.0,Ally Financial
4093,7349,158000.0,USAA
4094,5670,127000.0,Citibank
4095,4018,100000.0,State Farm Bank
4096,7636,68000.0,Barclays
4097,6890,5000.0,Barclays
4098,9388,193000.0,BMO Harris
4099,6041,402000.0,BB&T
4100,5987,230000.0,American Express
4101,7574,312000.0,Bank of America
4102,2012,357000.0,Barclays
4103,6778,38000.0,Citibank
4104,586,477000.0,Regions Bank
4105,3752,51000.0,Chase Bank
4106,5099,59000.0,Bank of America
4107,3267,318000.0,Navy Federal Credit Union
4108,4994,20000.0,Fifth Third Bank
4109,8573,55000.0,Chase Bank
4110,6292,133000.0,Santander
4111,6330,259000.0,Navy Federal Credit Union
4112,6209,1000.0,Navy Federal Credit Union
4113,5736,332000.0,BMO Harris
4114,941,35000.0,Fifth Third Bank
4115,5858,41000.0,HSBC
4116,6369,141000.0,M&T Bank
4117,2738,132000.0,US Bank
4118,7399,209000.0,BB&T
4119,1038,516000.0,First National Bank
4120,1892,359000.0,Synchrony Financial
4121,4692,54000.0,BMO Harris
4122,2256,231000.0,Navy Federal Credit Union
4123,453,484000.0,Citizens Bank
4124,1344,280000.0,American Express
4125,4665,57000.0,Bank of America
4126,2860,1108000.0,Citibank
4127,256,381000.0,Comerica Bank
4128,5906,346000.0,First National Bank
4129,3210,18000.0,BB&T
4130,2412,229000.0,First National Bank
4131,9066,210000.0,Goldman Sachs
4132,5721,521000.0,BMO Harris
4133,7859,152000.0,State Farm Bank
4134,6824,307000.0,State Farm Bank
4135,4525,115000.0,BMO Harris
4136,6915,230000.0,BB&T
4137,8594,142000.0,Charles Schwab Bank
4138,5273,341000.0,Barclays
4139,910,316000.0,Citizens Bank
4140,2347,5000.0,Huntington Bank
4141,8691,155000.0,Citibank
4142,3269,904000.0,Wells Fargo
4143,3235,87000.0,Huntington Bank
4144,4992,570000.0,Capital One
4145,2575,5000.0,Union Bank
4146,5798,222000.0,American Express
4147,7590,366000.0,Synchrony Financial
4148,3921,135000.0,Citibank
4149,8944,194000.0,BB&T
4150,9730,91000.0,Navy Federal Credit Union
4151,945,7000.0,Ally Financial
4152,6568,59000.0,Comerica Bank
4153,1263,195000.0,Ally Financial
4154,1882,38000.0,SunTrust
4155,9876,2000.0,Citibank
4156,1318,234000.0,Barclays
4157,9895,26000.0,Navy Federal Credit Union
4158,354,60000.0,Navy Federal Credit Union
4159,7100,85000.0,Ally Financial
4160,5122,38000.0,SunTrust
4161,8730,101000.0,USAA
4162,2577,532000.0,Synchrony Financial
4163,3282,10000.0,US Bank
4164,4128,228000.0,Discover
4165,2114,367000.0,Wells Fargo
4166,6006,90000.0,Citizens Bank
4167,4467,48000.0,State Farm Bank
4168,9355,429000.0,US Bank
4169,6574,143000.0,First National Bank
4170,9699,45000.0,Charles Schwab Bank
4171,806,24000.0,Barclays
4172,4086,329000.0,Wells Fargo
4173,5735,113000.0,HSBC
4174,1856,201000.0,Bank of America
4175,4632,269000.0,Regions Bank
4176,2661,54000.0,Capital One
4177,1824,281000.0,Chase Bank
4178,9719,282000.0,HSBC
4179,3980,18000.0,BMO Harris
4180,3987,239000.0,KeyBank
4181,2264,373000.0,Regions Bank
4182,723,102000.0,Zions Bank
4183,3073,38000.0,HSBC
4184,5480,72000.0,Navy Federal Credit Union
4185,6488,139000.0,M&T Bank
4186,5276,1124000.0,PNC Bank
4187,780,95000.0,M&T Bank
4188,9754,238000.0,KeyBank
4189,9058,42000.0,Navy Federal Credit Union
4190,4867,2000.0,Comerica Bank
4191,6108,430000.0,TD Bank
4192,3383,100000.0,Regions Bank
4193,7403,51000.0,Zions Bank
4194,4929,76000.0,Huntington Bank
4195,2960,102000.0,Fifth Third Bank
4196,3800,264000.0,Regions Bank
4197,9962,3000.0,Discover
4198,4595,74000.0,Zions Bank
4199,1019,297000.0,Comerica Bank
4200,5959,254000.0,Bank of America
4201,203,388000.0,BB&T
4202,9976,61000.0,First National Bank
4203,143,228000.0,US Bank
4204,5709,43000.0,Zions Bank
4205,4005,104000.0,Huntington Bank
4206,1926,277000.0,Wells Fargo
4207,9883,173000.0,Comerica Bank
4208,613,769000.0,Navy Federal Credit Union
4209,6399,217000.0,BB&T
4210,9021,10000.0,BMO Harris
4211,8648,366000.0,American Express
4212,1565,3000.0,Wells Fargo
4213,9602,1000.0,Regions Bank
4214,6413,87000.0,Huntington Bank
4215,6035,89000.0,PNC Bank
4216,800,622000.0,HSBC
4217,2270,153000.0,Synchrony Financial
4218,737,95000.0,Santander
4219,1702,112000.0,Capital One
4220,8171,51000.0,Fifth Third Bank
4221,7371,47000.0,Citizens Bank
4222,3785,79000.0,Chase Bank
4223,2638,6000.0,American Express
4224,7643,44000.0,Goldman Sachs
4225,2519,263000.0,Ally Financial
4226,8398,2000000.0,Union Bank
4227,3735,351000.0,Discover
4228,3097,40000.0,TD Bank
4229,5610,313000.0,State Farm Bank
4230,7077,253000.0,Regions Bank
4231,8146,8000.0,Regions Bank
4232,6471,57000.0,Union Bank
4233,9891,456000.0,Capital One
4234,2902,244000.0,BB&T
4235,8393,20000.0,Union Bank
4236,7504,228000.0,BMO Harris
4237,4313,59000.0,BB&T
4238,5266,303000.0,Navy Federal Credit Union
4239,5542,139000.0,Fifth Third Bank
4240,6606,87000.0,State Farm Bank
4241,7706,347000.0,BB&T
4242,9777,97000.0,Citizens Bank
4243,1710,223000.0,Zions Bank
4244,8210,121000.0,BB&T
4245,936,127000.0,Citibank
4246,5159,73000.0,Huntington Bank
4247,9257,47000.0,Regions Bank
4248,8525,359000.0,Comerica Bank
4249,5897,117000.0,Regions Bank
4250,9608,131000.0,Ally Financial
4251,2335,452000.0,USAA
4252,7424,62000.0,KeyBank
4253,340,67000.0,Union Bank
4254,7310,88000.0,PNC Bank
4255,8593,171000.0,Synchrony Financial
4256,2763,154000.0,State Farm Bank
4257,9284,76000.0,Comerica Bank
4258,6818,46000.0,M&T Bank
4259,1665,535000.0,Citizens Bank
4260,6,138000.0,BB&T
4261,820,46000.0,Fifth Third Bank
4262,1280,74000.0,M&T Bank
4263,8000,53000.0,US Bank
4264,5096,82000.0,M&T Bank
4265,7926,130000.0,PNC Bank
4266,3774,52000.0,State Farm Bank
4267,7503,1000.0,Citibank
4268,1441,657000.0,Synchrony Financial
4269,2241,142000.0,Capital One
4270,4794,70000.0,Huntington Bank
4271,5692,121000.0,BB&T
4272,405,8000.0,Navy Federal Credit Union
4273,5456,131000.0,Synchrony Financial
4274,9349,38000.0,Fifth Third Bank
4275,1646,87000.0,Comerica Bank
4276,1524,39000.0,USAA
4277,9381,44000.0,Goldman Sachs
4278,6441,30000.0,Wells Fargo
4279,4965,128000.0,PNC Bank
4280,2263,63000.0,BMO Harris
4281,5102,406000.0,State Farm Bank
4282,2451,195000.0,KeyBank
4283,8511,48000.0,Comerica Bank
4284,4631,188000.0,TD Bank
4285,2580,176000.0,Capital One
4286,3835,258000.0,KeyBank
4287,9476,520000.0,Discover
4288,7878,279000.0,American Express
4289,1481,115000.0,Bank of America
4290,3794,300000.0,US Bank
4291,4829,49000.0,Fifth Third Bank
4292,2708,314000.0,Citizens Bank
4293,3622,163000.0,BMO Harris
4294,4373,888000.0,Bank of America
4295,1957,398000.0,Bank of America
4296,3973,51000.0,USAA
4297,7221,1934000.0,SunTrust
4298,4386,158000.0,Wells Fargo
4299,2793,110000.0,HSBC
4300,8727,182000.0,Citibank
4301,7091,286000.0,Chase Bank
4302,7215,832000.0,Citibank
4303,6662,505000.0,Navy Federal Credit Union
4304,2091,177000.0,Citizens Bank
4305,9687,170000.0,Discover
4306,8879,344000.0,Capital One
4307,9047,92000.0,Huntington Bank
4308,4951,75000.0,Capital One
4309,2392,350000.0,Ally Financial
4310,8932,10000.0,State Farm Bank
4311,7320,118000.0,Regions Bank
4312,6765,69000.0,Comerica Bank
4313,2585,111000.0,Capital One
4314,6536,117000.0,American Express
4315,1487,6000.0,HSBC
4316,8062,411000.0,KeyBank
4317,135,383000.0,Barclays
4318,4644,91000.0,USAA
4319,1217,126000.0,Citibank
4320,3406,504000.0,US Bank
4321,6849,76000.0,Barclays
4322,450,291000.0,Ally Financial
4323,1885,56000.0,Discover
4324,4469,139000.0,American Express
4325,5455,42000.0,First National Bank
4326,6224,171000.0,State Farm Bank
4327,9508,254000.0,Navy Federal Credit Union
4328,4311,177000.0,State Farm Bank
4329,6042,70000.0,Fifth Third Bank
4330,9306,254000.0,Goldman Sachs
4331,5136,84000.0,Navy Federal Credit Union
4332,6432,215000.0,Barclays
4333,2877,72000.0,Charles Schwab Bank
4334,1037,111000.0,USAA
4335,6825,75000.0,Goldman Sachs
4336,1027,1405000.0,American Express
4337,424,2000000.0,Regions Bank
4338,8874,384000.0,BB&T
4339,5432,8000.0,Synchrony Financial
4340,260,68000.0,Citizens Bank
4341,2854,220000.0,Union Bank
4342,7932,219000.0,Regions Bank
4343,4393,118000.0,Citibank
4344,1006,125000.0,Citibank
4345,560,67000.0,Charles Schwab Bank
4346,614,214000.0,Citibank
4347,2861,3000.0,KeyBank
4348,5673,63000.0,Regions Bank
4349,8453,4000.0,Charles Schwab Bank
4350,6591,325000.0,KeyBank
4351,6074,8000.0,Santander
4352,1304,437000.0,Bank of America
4353,7771,135000.0,Santander
4354,7210,29000.0,USAA
4355,7285,423000.0,BMO Harris
4356,3747,506000.0,BB&T
4357,1736,44000.0,BMO Harris
4358,5555,27000.0,US Bank
4359,7653,331000.0,Citibank
4360,5604,285000.0,Bank of America
4361,2843,45000.0,Bank of America
4362,8439,2000.0,Navy Federal Credit Union
4363,77,148000.0,Chase Bank
4364,8877,74000.0,BMO Harris
4365,9737,9000.0,HSBC
4366,2023,189000.0,Capital One
4367,5121,126000.0,Union Bank
4368,9007,81000.0,Huntington Bank
4369,8851,77000.0,Wells Fargo
4370,9918,2000.0,SunTrust
4371,6163,180000.0,Discover
4372,486,312000.0,Bank of America
4373,6788,525000.0,TD Bank
4374,1266,55000.0,US Bank
4375,1141,587000.0,Bank of America
4376,2679,225000.0,Regions Bank
4377,9825,146000.0,HSBC
4378,2013,144000.0,Zions Bank
4379,3262,96000.0,BMO Harris
4380,4743,250000.0,M&T Bank
4381,2185,298000.0,USAA
4382,6235,110000.0,Comerica Bank
4383,5177,182000.0,Citibank
4384,6615,97000.0,PNC Bank
4385,1832,152000.0,Synchrony Financial
4386,50,122000.0,Citizens Bank
4387,7475,363000.0,KeyBank
4388,4294,76000.0,Citizens Bank
4389,6677,188000.0,KeyBank
4390,1277,406000.0,Regions Bank
4391,8123,594000.0,Huntington Bank
4392,2761,34000.0,Zions Bank
4393,8671,338000.0,Regions Bank
4394,4507,171000.0,BMO Harris
4395,8072,46000.0,Regions Bank
4396,7532,223000.0,TD Bank
4397,5685,153000.0,TD Bank
4398,3532,117000.0,American Express
4399,2476,9000.0,Bank of America
4400,2228,62000.0,Discover
4401,5852,105000.0,Discover
4402,5490,7000.0,Regions Bank
4403,2994,99000.0,Charles Schwab Bank
4404,2179,390000.0,US Bank
4405,3574,31000.0,Barclays
4406,342,111000.0,Synchrony Financial
4407,5213,434000.0,Citibank
4408,1147,79000.0,Comerica Bank
4409,8387,167000.0,TD Bank
4410,1596,407000.0,Discover
4411,3101,8000.0,Barclays
4412,455,89000.0,First National Bank
4413,2983,15000.0,Huntington Bank
4414,5891,386000.0,KeyBank
4415,6437,1768000.0,Bank of America
4416,3175,214000.0,Navy Federal Credit Union
4417,8475,7000.0,Ally Financial
4418,1043,56000.0,Zions Bank
4419,7577,236000.0,SunTrust
4420,8471,117000.0,Citizens Bank
4421,9704,174000.0,Navy Federal Credit Union
4422,7605,796000.0,Charles Schwab Bank
4423,9196,7000.0,Zions Bank
4424,831,406000.0,Barclays
4425,3359,235000.0,Synchrony Financial
4426,369,99000.0,Bank of America
4427,1848,269000.0,TD Bank
4428,2490,125000.0,Navy Federal Credit Union
4429,2051,72000.0,Navy Federal Credit Union
4430,6812,232000.0,HSBC
4431,4174,1000.0,Ally Financial
4432,113,141000.0,Discover
4433,2254,51000.0,Synchrony Financial
4434,9092,218000.0,Citibank
4435,8712,56000.0,KeyBank
4436,1094,536000.0,Chase Bank
4437,5154,100000.0,Goldman Sachs
4438,6668,66000.0,Regions Bank
4439,4137,618000.0,TD Bank
4440,4038,211000.0,Union Bank
4441,7677,247000.0,Fifth Third Bank
4442,4066,76000.0,US Bank
4443,7485,9000.0,Capital One
4444,7385,770000.0,USAA
4445,6557,619000.0,Ally Financial
4446,7852,203000.0,Citibank
4447,4647,4000.0,M&T Bank
4448,9373,307000.0,Huntington Bank
4449,3903,75000.0,HSBC
4450,625,459000.0,SunTrust
4451,4909,326000.0,US Bank
4452,6566,787000.0,Navy Federal Credit Union
4453,8601,10000.0,Zions Bank
4454,3076,1015000.0,Barclays
4455,785,75000.0,Barclays
4456,7596,416000.0,Navy Federal Credit Union
4457,8570,48000.0,American Express
4458,2135,114000.0,USAA
4459,4409,95000.0,Bank of America
4460,5611,633000.0,M&T Bank
4461,3252,1885000.0,HSBC
4462,9890,796000.0,Barclays
4463,9579,51000.0,Comerica Bank
4464,7923,190000.0,TD Bank
4465,7939,4000.0,KeyBank
4466,5553,177000.0,Barclays
4467,2785,221000.0,Union Bank
4468,1059,194000.0,Citizens Bank
4469,9973,75000.0,PNC Bank
4470,3612,286000.0,Barclays
4471,5431,53000.0,Union Bank
4472,9315,120000.0,KeyBank
4473,6804,94000.0,First National Bank
4474,6400,89000.0,Navy Federal Credit Union
4475,5831,78000.0,First National Bank
4476,5242,59000.0,Regions Bank
4477,8281,1367000.0,State Farm Bank
4478,428,207000.0,SunTrust
4479,2679,149000.0,Regions Bank
4480,7100,159000.0,Comerica Bank
4481,9932,6000.0,American Express
4482,8480,232000.0,Comerica Bank
4483,1029,697000.0,KeyBank
4484,7765,19000.0,M&T Bank
4485,1690,197000.0,Ally Financial
4486,10000,5000.0,First National Bank
4487,3353,314000.0,Wells Fargo
4488,8765,172000.0,First National Bank
4489,3254,43000.0,Barclays
4490,3317,133000.0,US Bank
4491,1852,1545000.0,HSBC
4492,2407,539000.0,Comerica Bank
4493,4373,754000.0,Navy Federal Credit Union
4494,6176,27000.0,PNC Bank
4495,682,543000.0,Regions Bank
4496,3658,146000.0,Fifth Third Bank
4497,3639,72000.0,Ally Financial
4498,3621,7000.0,Discover
4499,3439,171000.0,BB&T
4500,6434,74000.0,Citizens Bank
4501,8813,60000.0,First National Bank
4502,9261,324000.0,US Bank
4503,7662,195000.0,TD Bank
4504,8937,124000.0,Santander
4505,8910,321000.0,BB&T
4506,9708,1470000.0,Citibank
4507,3223,72000.0,US Bank
4508,916,275000.0,Barclays
4509,6202,159000.0,Synchrony Financial
4510,1858,45000.0,BB&T
4511,6069,5000.0,Regions Bank
4512,9706,627000.0,HSBC
4513,1504,52000.0,Santander
4514,4675,417000.0,Ally Financial
4515,462,131000.0,Chase Bank
4516,965,47000.0,PNC Bank
4517,2333,310000.0,Huntington Bank
4518,7727,242000.0,Fifth Third Bank
4519,3236,163000.0,Santander
4520,4656,345000.0,Comerica Bank
4521,9390,197000.0,Citibank
4522,8475,94000.0,BMO Harris
4523,492,411000.0,Capital One
4524,8513,241000.0,BMO Harris
4525,375,846000.0,PNC Bank
4526,2594,56000.0,State Farm Bank
4527,3249,152000.0,Capital One
4528,749,80000.0,Huntington Bank
4529,3351,45000.0,State Farm Bank
4530,4374,116000.0,HSBC
4531,4685,4000.0,BB&T
4532,7877,145000.0,PNC Bank
4533,7529,103000.0,Fifth Third Bank
4534,2480,6000.0,American Express
4535,4279,590000.0,HSBC
4536,5862,68000.0,Barclays
4537,6769,25000.0,Wells Fargo
4538,917,33000.0,Citizens Bank
4539,2552,315000.0,Santander
4540,2991,180000.0,Discover
4541,3632,143000.0,Ally Financial
4542,7786,95000.0,Santander
4543,2729,5000.0,Charles Schwab Bank
4544,1075,110000.0,PNC Bank
4545,2658,147000.0,Charles Schwab Bank
4546,6952,99000.0,BB&T
4547,2430,769000.0,PNC Bank
4548,8945,193000.0,Bank of America
4549,2836,45000.0,Capital One
4550,3022,486000.0,HSBC
4551,1657,2000000.0,Huntington Bank
4552,8933,901000.0,KeyBank
4553,865,329000.0,Chase Bank
4554,5032,97000.0,BMO Harris
4555,8498,54000.0,US Bank
4556,5963,709000.0,SunTrust
4557,7602,85000.0,Comerica Bank
4558,6561,75000.0,Wells Fargo
4559,4518,350000.0,HSBC
4560,3398,779000.0,USAA
4561,2323,353000.0,KeyBank
4562,7356,330000.0,First National Bank
4563,5707,45000.0,Chase Bank
4564,6241,172000.0,Comerica Bank
4565,2825,31000.0,Bank of America
4566,3520,129000.0,HSBC
4567,8274,3000.0,BB&T
4568,4702,36000.0,Barclays
4569,5792,457000.0,PNC Bank
4570,1168,166000.0,Citibank
4571,7696,157000.0,US Bank
4572,851,337000.0,Discover
4573,302,60000.0,M&T Bank
4574,4028,107000.0,SunTrust
4575,9785,342000.0,Santander
4576,1401,14000.0,Goldman Sachs
4577,8304,309000.0,USAA
4578,7909,128000.0,Charles Schwab Bank
4579,5845,46000.0,Charles Schwab Bank
4580,6061,259000.0,M&T Bank
4581,4649,124000.0,Ally Financial
4582,3512,257000.0,Barclays
4583,9233,260000.0,Navy Federal Credit Union
4584,4290,44000.0,BB&T
4585,7504,194000.0,Capital One
4586,9644,101000.0,American Express
4587,156,528000.0,Citizens Bank
4588,1156,112000.0,TD Bank
4589,4517,544000.0,Zions Bank
4590,3223,79000.0,US Bank
4591,9020,554000.0,Citibank
4592,7334,35000.0,TD Bank
4593,2778,244000.0,First National Bank
4594,1961,9000.0,M&T Bank
4595,5595,218000.0,USAA
4596,1679,279000.0,Citibank
4597,2236,175000.0,American Express
4598,5696,693000.0,American Express
4599,5662,194000.0,Goldman Sachs
4600,6367,522000.0,HSBC
4601,5731,29000.0,Discover
4602,6284,144000.0,First National Bank
4603,2640,203000.0,State Farm Bank
4604,2362,133000.0,State Farm Bank
4605,5046,248000.0,Citizens Bank
4606,6304,67000.0,BB&T
4607,7041,480000.0,Wells Fargo
4608,6963,375000.0,KeyBank
4609,1338,209000.0,American Express
4610,5732,192000.0,Zions Bank
4611,6542,101000.0,Bank of America
4612,4364,72000.0,American Express
4613,631,501000.0,M&T Bank
4614,982,209000.0,Wells Fargo
4615,2200,317000.0,Fifth Third Bank
4616,1393,113000.0,Goldman Sachs
4617,6618,5000.0,Citibank
4618,5735,59000.0,HSBC
4619,6248,898000.0,Bank of America
4620,187,110000.0,Capital One
4621,2013,159000.0,Navy Federal Credit Union
4622,3155,143000.0,Wells Fargo
4623,7421,148000.0,HSBC
4624,8847,142000.0,Wells Fargo
4625,3471,298000.0,American Express
4626,5782,333000.0,Discover
4627,3379,61000.0,Zions Bank
4628,413,108000.0,KeyBank
4629,7509,219000.0,USAA
4630,1495,121000.0,Navy Federal Credit Union
4631,4872,271000.0,Santander
4632,723,81000.0,Ally Financial
4633,4239,120000.0,KeyBank
4634,4229,116000.0,American Express
4635,1787,653000.0,Discover
4636,412,69000.0,Comerica Bank
4637,9750,247000.0,HSBC
4638,6199,144000.0,SunTrust
4639,440,203000.0,Bank of America
4640,4656,332000.0,First National Bank
4641,4490,4000.0,Union Bank
4642,8151,137000.0,Discover
4643,5848,50000.0,Citizens Bank
4644,3997,783000.0,Discover
4645,1486,237000.0,Santander
4646,3228,573000.0,Comerica Bank
4647,8821,51000.0,TD Bank
4648,1301,662000.0,Navy Federal Credit Union
4649,8474,5000.0,Charles Schwab Bank
4650,6924,88000.0,Huntington Bank
4651,5857,8000.0,Charles Schwab Bank
4652,295,129000.0,Charles Schwab Bank
4653,145,837000.0,Wells Fargo
4654,3206,58000.0,American Express
4655,2381,632000.0,US Bank
4656,4397,71000.0,Navy Federal Credit Union
4657,5527,471000.0,TD Bank
4658,1551,33000.0,Huntington Bank
4659,7054,282000.0,Bank of America
4660,753,76000.0,USAA
4661,3349,87000.0,State Farm Bank
4662,6814,933000.0,BB&T
4663,6881,183000.0,American Express
4664,6343,450000.0,Chase Bank
4665,8671,125000.0,American Express
4666,7189,88000.0,PNC Bank
4667,1887,6000.0,Fifth Third Bank
4668,2494,114000.0,Ally Financial
4669,2175,85000.0,BMO Harris
4670,7375,5000.0,Discover
4671,5794,197000.0,US Bank
4672,7675,117000.0,Goldman Sachs
4673,6413,229000.0,Chase Bank
4674,3993,70000.0,Discover
4675,4416,194000.0,Bank of America
4676,8694,501000.0,Discover
4677,9349,79000.0,M&T Bank
4678,2555,118000.0,Capital One
