customer_id,product_id,interaction_type,engagement_score,time_spent_seconds,date_time,device_type,features_used,conversion_status
8642,57,View,34.25,15,2024-07-10 20:07:25,iPhone,"Application Status, Rate Comparison",False
1207,60,Download,25.71,43,2023-11-05 05:45:34,Samsung Galaxy,"Application Status, Loan Calculator, Rate Comparison",True
7620,64,Download,48.32,74,2023-12-13 08:44:50,iPhone,"Vehicle Valuation, Loan Calculator, Application Status",False
7471,84,Download,32.82,85,2024-02-22 01:11:58,Windows PC,"Tax Documents, Research, Trade",False
7526,69,View,36.02,9,2025-01-06 01:31:52,Samsung Galaxy,"Application Status, Documents, Vehicle Valuation",False
4025,72,Click,2.85,3,2023-07-02 01:04:17,MacBook,"Documents, Mortgage Calculator, Rate Comparison",False
8127,76,View,24.01,10,2023-01-23 22:24:30,iPhone,Mortgage Calculator,False
6616,58,Download,37.17,93,2024-12-18 04:28:03,Samsung Galaxy,Application Status,True
9885,91,Click,33.87,60,2024-08-01 02:46:23,Samsung Galaxy,"Premium Calculator, Account Management",True
9062,35,View,20.05,3,2024-11-02 14:19:17,Windows PC,"Goal Setting, Tax Documents, Automatic Transfers",False
1096,16,Click,31.17,22,2023-04-28 12:26:49,Samsung Galaxy,"Statements, Payment Schedule",False
383,54,View,49.74,13,2024-02-11 18:45:21,iPhone,Application Status,True
2371,81,Compare,34.92,145,2025-03-11 05:20:57,Google Pixel,"Research, Trade, Tax Documents",False
2751,41,View,25.66,7,2025-02-07 03:13:00,Windows PC,Statements,False
8781,2,Click,32.76,15,2024-10-22 08:14:18,Google Pixel,"Rewards Calculator, Statements",False
215,81,Click,6.53,7,2023-09-06 05:40:52,Samsung Galaxy,"Portfolio Performance, Research",True
856,71,Click,14.86,11,2024-09-17 06:06:21,iPhone,Application Status,False
5364,81,View,20.76,148,2023-02-09 14:39:52,iPad,"Research, Trade",True
8251,24,View,34.77,28,2023-04-06 07:40:10,Samsung Galaxy,"Money Transfer, Bill Pay, Transaction History",True
7347,60,View,24.98,8,2023-06-08 16:32:01,iPhone,"Documents, Application Status",False
9322,32,View,50.92,13,2024-02-25 09:10:42,Samsung Galaxy,Automatic Transfers,False
6165,26,Calculate,44.09,91,2023-01-03 19:18:56,MacBook,"Transaction History, Bill Pay, Check Deposit",False
3603,12,View,57.26,5,2023-07-31 21:12:28,Samsung Galaxy,"Balance Transfer, Statements, Rewards Calculator",True
1925,66,Click,68.81,13,2024-11-04 09:31:59,iPad,Payment Schedule,True
7424,50,Apply,89.75,290,2023-09-03 14:03:25,iPhone,"Payment Schedule, Rate Comparison",True
8214,57,Click,43.54,32,2025-01-14 03:20:31,Windows PC,Payment Schedule,True
9980,64,Calculate,67.81,65,2023-06-09 03:51:51,Google Pixel,"Documents, Payment Schedule, Loan Calculator",False
6114,43,Click,52.47,30,2024-08-29 11:52:32,Samsung Galaxy,"Automatic Transfers, Statements",True
8962,92,View,40.6,39,2024-07-03 12:33:28,Google Pixel,"Claims, Premium Calculator",False
3654,25,View,34.67,127,2024-09-23 11:28:09,Google Pixel,Bill Pay,True
1561,12,Download,26.45,39,2025-04-01 03:23:38,Samsung Galaxy,"Payment Schedule, Cash Advance, Balance Transfer",False
3231,77,Chat,67.36,215,2025-03-17 18:15:12,iPhone,"Amortization Schedule, Mortgage Calculator, Application Status",True
1387,20,Compare,64.04,79,2024-02-18 22:11:06,MacBook,Payment Schedule,False
606,92,Click,24.53,12,2025-01-20 16:35:55,iPhone,"Coverage Details, Policy Documents",True
7505,8,View,57.42,35,2023-09-11 11:32:09,Samsung Galaxy,"Rewards Calculator, Payment Schedule",False
6624,7,View,37.42,121,2025-02-24 16:37:06,Google Pixel,Rewards Calculator,False
6487,33,Download,40.49,25,2023-06-15 02:43:54,Windows PC,"Automatic Transfers, Tax Documents, Interest Calculator",True
5528,27,View,56.33,67,2024-04-18 01:32:21,Google Pixel,"Bill Pay, Transaction History",True
3357,81,Download,48.42,94,2024-08-16 11:34:42,Google Pixel,"Research, Trade",True
8255,98,View,32.55,2,2024-11-12 07:29:04,Google Pixel,"Account Management, Policy Documents",True
7369,76,Click,45.2,21,2023-01-17 11:07:48,Google Pixel,Amortization Schedule,True
9918,64,View,6.32,2,2024-05-15 16:25:29,Samsung Galaxy,"Vehicle Valuation, Documents",False
2192,52,View,26.14,6,2024-02-21 13:44:55,iPhone,Application Status,True
5231,80,Click,51.15,39,2023-08-22 22:11:17,iPhone,"Documents, Mortgage Calculator, Application Status",True
2408,86,Apply,93.74,483,2023-09-15 18:03:26,Windows PC,"Tax Documents, Trade",True
1316,93,View,55.53,17,2023-07-28 19:20:51,Samsung Galaxy,"Policy Documents, Account Management, Coverage Details",True
618,68,Download,48.75,59,2025-03-08 12:46:45,iPhone,"Documents, Payment Schedule, Vehicle Valuation",False
6023,54,View,1.0,28,2023-04-11 18:29:01,Samsung Galaxy,"Documents, Application Status",False
6626,18,Share,12.48,37,2024-08-05 05:51:01,Windows PC,"Statements, Cash Advance",False
7165,74,Download,70.15,65,2025-03-05 15:12:29,iPhone,"Rate Comparison, Amortization Schedule, Mortgage Calculator",False
8934,88,View,45.28,132,2025-01-20 22:56:15,Samsung Galaxy,"Trade, Asset Allocation",False
7761,5,View,10.3,22,2023-05-17 19:05:00,MacBook,"Statements, Payment Schedule",False
2647,86,Calculate,68.79,386,2023-03-19 16:52:59,Samsung Galaxy,"Research, Portfolio Performance, Asset Allocation",False
1805,35,View,33.99,15,2023-08-15 22:19:24,Samsung Galaxy,"Statements, Goal Setting",False
3252,91,View,67.27,141,2024-04-27 13:41:39,MacBook,Account Management,False
8439,72,Click,16.24,32,2024-04-26 14:33:32,Samsung Galaxy,"Mortgage Calculator, Rate Comparison",False
8391,39,Click,48.11,20,2025-04-23 02:21:05,Samsung Galaxy,"Interest Calculator, Statements, Goal Setting",False
1649,88,Download,46.95,63,2024-03-14 20:19:22,Google Pixel,Tax Documents,False
4031,53,Apply,75.64,295,2024-08-11 20:21:45,iPhone,"Application Status, Rate Comparison",True
9109,55,Click,39.48,18,2023-07-06 01:35:45,iPhone,"Loan Calculator, Application Status",True
3487,25,View,58.78,136,2024-12-30 00:02:45,MacBook,Alerts,True
7142,27,View,35.02,33,2025-01-29 19:36:59,Samsung Galaxy,Money Transfer,False
8602,62,View,14.86,59,2023-12-17 12:33:37,iPhone,"Documents, Payment Schedule, Loan Calculator",False
3060,92,View,65.42,67,2024-07-23 18:53:55,iPhone,Coverage Details,False
6172,78,View,39.66,21,2024-08-27 03:58:21,iPhone,Documents,False
24,24,Click,41.29,138,2023-09-09 23:02:11,Google Pixel,"Transaction History, Bill Pay",True
8491,28,View,56.96,60,2024-05-17 15:47:19,Samsung Galaxy,Transaction History,False
6684,90,View,51.48,28,2024-08-31 14:04:07,Windows PC,"Tax Documents, Portfolio Performance",False
5296,49,View,23.24,15,2023-05-22 22:21:33,Samsung Galaxy,"Documents, Application Status, Payment Schedule",False
2261,1,Click,1.0,1,2024-11-28 07:57:44,iPhone,"Balance Transfer, Rewards Calculator, Payment Schedule",False
477,78,Click,16.86,54,2023-06-21 17:07:04,iPhone,"Documents, Rate Comparison, Mortgage Calculator",False
129,8,Download,63.01,86,2025-02-04 10:42:06,iPhone,Cash Advance,False
7183,23,Click,49.55,10,2023-04-17 04:38:53,Samsung Galaxy,"Money Transfer, Transaction History",True
3039,91,Click,58.07,49,2024-04-23 21:00:07,iPad,"Claims, Premium Calculator",True
9925,58,View,28.91,38,2023-07-23 03:31:04,iPhone,"Rate Comparison, Application Status, Documents",False
6452,65,View,39.83,12,2025-04-23 23:49:35,Samsung Galaxy,"Loan Calculator, Vehicle Valuation",False
1942,16,Click,54.11,12,2023-12-16 00:32:20,iPhone,Statements,False
3379,99,Download,65.09,58,2023-02-15 01:36:42,Windows PC,"Premium Calculator, Claims, Account Management",True
9061,36,Compare,48.8,132,2024-11-18 15:48:16,Samsung Galaxy,Statements,True
5987,65,View,33.88,14,2024-06-19 08:49:10,iPhone,Payment Schedule,True
8687,30,Share,28.85,52,2024-01-28 13:52:54,MacBook,"Alerts, Check Deposit, Bill Pay",False
8364,93,View,36.15,27,2024-05-10 01:05:21,Samsung Galaxy,"Account Management, Claims, Coverage Details",True
5129,46,View,32.7,62,2023-02-02 23:58:31,Windows PC,"Loan Calculator, Application Status, Documents",False
7332,16,Download,46.18,46,2023-07-27 21:45:06,iPhone,Statements,False
2601,86,View,33.62,28,2024-05-29 00:02:11,MacBook,"Research, Tax Documents, Trade",True
3477,7,View,39.22,26,2023-11-25 22:20:45,iPad,Cash Advance,False
9753,43,Apply,65.31,235,2023-11-15 23:03:48,Windows PC,Goal Setting,True
9863,64,Apply,46.06,117,2024-11-07 20:54:15,iPhone,Application Status,False
2141,63,View,13.98,39,2025-03-19 23:58:39,Samsung Galaxy,"Application Status, Documents",False
7587,72,Download,59.58,36,2024-05-29 11:14:18,iPhone,"Rate Comparison, Application Status",True
1475,5,Click,19.74,64,2023-04-27 23:13:37,Samsung Galaxy,"Payment Schedule, Rewards Calculator, Statements",False
4029,62,Apply,74.32,295,2023-09-14 02:39:14,iPhone,"Vehicle Valuation, Payment Schedule, Loan Calculator",True
7117,70,Download,47.72,44,2023-09-10 00:26:04,iPhone,"Documents, Payment Schedule, Loan Calculator",True
6098,56,View,31.0,2,2025-04-23 00:07:56,Samsung Galaxy,"Application Status, Documents, Payment Schedule",False
1821,24,Compare,62.24,246,2024-07-10 16:19:38,Samsung Galaxy,"Bill Pay, Check Deposit, Transaction History",True
606,68,Apply,51.08,108,2024-04-14 00:08:27,iPhone,"Vehicle Valuation, Loan Calculator, Documents",False
9114,35,View,6.94,15,2023-11-27 23:57:47,Samsung Galaxy,"Automatic Transfers, Interest Calculator, Tax Documents",False
3442,13,Click,16.29,19,2023-12-31 05:34:58,Windows PC,"Balance Transfer, Statements",False
2856,57,View,38.03,13,2024-09-05 01:08:31,iPad,Payment Schedule,False
496,34,Download,33.37,37,2024-11-06 02:32:47,Samsung Galaxy,"Statements, Automatic Transfers, Tax Documents",False
4732,58,Apply,84.25,104,2024-07-31 21:35:02,Samsung Galaxy,"Loan Calculator, Payment Schedule, Documents",True
9338,14,Download,39.39,82,2024-04-21 08:39:40,iPhone,"Rewards Calculator, Payment Schedule",True
8631,30,Calculate,55.71,138,2023-07-20 19:28:20,iPhone,Check Deposit,True
9742,99,Download,55.36,44,2025-02-14 02:17:03,Samsung Galaxy,"Policy Documents, Coverage Details, Claims",True
7668,39,Click,35.44,10,2025-02-11 06:11:53,iPad,"Tax Documents, Statements, Automatic Transfers",False
6504,13,Click,35.68,18,2025-02-08 18:57:45,MacBook,"Rewards Calculator, Payment Schedule, Balance Transfer",False
8582,61,Click,28.27,18,2025-01-20 15:54:24,iPhone,"Vehicle Valuation, Documents, Payment Schedule",False
7517,68,Download,59.0,78,2025-03-21 00:31:44,Samsung Galaxy,"Vehicle Valuation, Payment Schedule",True
1808,72,View,44.2,26,2024-04-30 08:59:28,iPhone,Mortgage Calculator,True
5811,22,View,1.0,2,2024-08-02 16:37:07,iPhone,Transaction History,False
5843,29,Apply,73.46,270,2023-11-20 04:33:50,Android Tablet,Transaction History,True
8276,51,Click,51.17,49,2023-01-23 11:23:31,Android Tablet,Payment Schedule,True
426,65,View,38.23,4,2024-06-22 02:09:54,iPhone,"Documents, Application Status, Vehicle Valuation",False
7822,7,View,48.83,5,2023-08-27 14:16:28,iPhone,Cash Advance,True
7370,7,Download,54.31,68,2024-03-31 06:49:05,Samsung Galaxy,"Cash Advance, Payment Schedule, Rewards Calculator",True
7086,37,View,34.08,7,2024-01-17 00:06:59,Samsung Galaxy,Tax Documents,True
2972,19,Download,48.97,23,2023-06-06 23:10:04,Windows PC,Cash Advance,True
9809,34,Click,26.25,13,2025-02-05 01:41:04,Samsung Galaxy,"Statements, Automatic Transfers, Interest Calculator",False
2219,7,View,52.53,5,2023-10-04 13:43:43,Google Pixel,"Payment Schedule, Statements",True
4385,17,View,14.24,8,2023-03-12 19:23:23,iPhone,"Statements, Cash Advance, Payment Schedule",False
2131,95,Share,37.05,103,2024-09-14 19:52:57,iPad,Account Management,False
279,99,Download,48.77,45,2024-01-25 01:58:43,Windows PC,"Claims, Premium Calculator",True
9379,84,View,21.25,21,2024-12-16 23:26:13,Windows PC,Research,False
2539,94,Click,59.05,70,2023-03-11 13:58:39,iPhone,Policy Documents,False
35,71,View,8.49,6,2024-05-23 16:57:15,Windows PC,"Rate Comparison, Documents, Application Status",False
1437,68,Apply,50.0,115,2023-03-17 22:27:44,iPhone,Vehicle Valuation,True
876,40,Click,26.65,10,2024-11-10 18:37:09,MacBook,"Statements, Tax Documents",True
5648,47,Apply,74.96,752,2025-03-23 11:49:23,Google Pixel,"Payment Schedule, Application Status, Rate Comparison",True
8517,98,View,13.23,25,2024-04-16 19:47:35,iPhone,Coverage Details,True
3058,77,View,37.08,4,2023-04-11 12:23:54,Samsung Galaxy,Application Status,True
7400,78,Apply,90.17,334,2023-11-09 07:09:48,Samsung Galaxy,"Rate Comparison, Application Status, Documents",True
8254,15,Click,1.0,54,2024-07-19 22:11:35,iPad,"Rewards Calculator, Payment Schedule",False
2350,7,View,44.72,63,2023-06-07 19:31:11,Google Pixel,Balance Transfer,True
2081,72,View,28.01,14,2023-04-22 11:53:51,iPhone,Mortgage Calculator,True
6307,19,Calculate,43.87,31,2025-01-07 07:38:27,MacBook,"Rewards Calculator, Payment Schedule, Statements",True
4484,22,Click,25.77,12,2023-08-30 19:15:03,Samsung Galaxy,Money Transfer,False
9427,12,Download,15.32,68,2025-04-29 16:16:13,Windows PC,"Rewards Calculator, Payment Schedule, Cash Advance",False
1932,51,View,54.67,4,2024-07-08 00:35:49,iPhone,"Payment Schedule, Documents, Application Status",False
2811,63,Apply,82.86,105,2025-03-29 02:43:42,iPhone,"Application Status, Loan Calculator, Documents",True
5859,28,View,4.32,5,2025-03-02 07:59:03,Samsung Galaxy,Alerts,False
5435,85,View,51.91,23,2023-11-16 02:46:26,MacBook,"Research, Portfolio Performance",True
794,90,View,18.73,8,2024-06-25 21:59:51,iPad,Tax Documents,False
2320,86,View,59.57,29,2023-12-25 10:24:28,Windows PC,"Trade, Research",True
3099,98,View,1.0,40,2025-01-11 15:42:12,iPhone,"Coverage Details, Policy Documents, Claims",False
961,41,Click,29.61,4,2025-03-01 18:11:11,iPhone,Tax Documents,False
4124,53,Click,39.28,39,2024-01-22 15:25:08,iPhone,"Loan Calculator, Documents",False
1871,63,Click,14.3,4,2023-06-01 05:38:08,iPad,"Vehicle Valuation, Documents, Payment Schedule",False
7415,32,Compare,50.91,105,2024-08-13 21:17:56,Samsung Galaxy,Interest Calculator,True
1207,39,View,12.03,17,2023-12-21 02:22:49,iPad,Statements,False
4131,79,Chat,37.14,97,2023-02-01 03:30:21,Samsung Galaxy,"Documents, Application Status, Amortization Schedule",False
3118,27,Click,37.63,56,2024-09-08 13:43:43,Google Pixel,"Money Transfer, Bill Pay",True
561,93,View,54.66,47,2024-04-01 10:29:45,Windows PC,"Policy Documents, Account Management",True
5478,88,Apply,81.24,382,2023-08-24 04:43:38,Windows PC,"Tax Documents, Trade, Research",True
7607,39,View,14.94,15,2024-10-20 18:38:45,Windows PC,Statements,True
9489,95,Apply,70.2,256,2024-04-24 00:04:12,iPad,"Policy Documents, Claims, Account Management",True
4476,41,Click,24.52,6,2023-02-10 03:20:34,Samsung Galaxy,Goal Setting,False
2952,45,Click,37.66,30,2023-10-23 05:38:03,Windows PC,"Goal Setting, Automatic Transfers",False
969,51,Click,34.53,9,2023-06-13 06:00:20,Samsung Galaxy,"Payment Schedule, Application Status, Loan Calculator",True
7117,62,Apply,64.27,234,2023-12-05 15:41:23,iPad,"Loan Calculator, Application Status, Payment Schedule",False
8622,24,Click,24.72,9,2024-01-04 08:29:01,iPad,"Check Deposit, Alerts",True
9157,75,Chat,72.86,335,2024-01-12 00:33:34,MacBook,"Application Status, Rate Comparison",True
474,93,Click,24.33,16,2023-11-08 19:40:55,iPhone,"Policy Documents, Account Management, Coverage Details",False
7192,6,Download,52.63,38,2024-10-05 05:06:47,iPad,"Balance Transfer, Payment Schedule, Statements",True
6991,85,Calculate,74.78,252,2023-06-11 17:04:35,Windows PC,Tax Documents,False
613,81,View,30.03,3,2024-08-27 11:58:54,Google Pixel,"Tax Documents, Asset Allocation",False
2385,22,Share,15.27,50,2024-05-05 00:20:27,Samsung Galaxy,"Bill Pay, Money Transfer",False
3957,80,Download,45.38,106,2025-02-15 17:03:48,Android Tablet,"Rate Comparison, Mortgage Calculator",True
9130,25,View,4.65,21,2025-03-25 01:16:49,iPhone,Check Deposit,True
2069,64,Click,36.57,2,2023-06-01 23:47:38,Samsung Galaxy,Payment Schedule,False
9357,52,Download,35.01,38,2024-01-28 19:51:59,iPhone,Rate Comparison,False
707,9,Compare,60.14,637,2024-11-29 17:46:00,Google Pixel,Payment Schedule,True
8170,31,View,27.65,15,2023-03-10 06:13:46,Windows PC,"Goal Setting, Interest Calculator",False
6554,23,Compare,50.89,113,2023-09-12 02:46:48,Samsung Galaxy,"Transaction History, Check Deposit, Bill Pay",True
1656,50,View,38.38,12,2025-01-14 02:25:23,Windows PC,"Payment Schedule, Application Status",True
7213,22,Download,33.37,50,2023-11-22 09:03:09,Windows PC,"Bill Pay, Check Deposit",True
5479,74,Calculate,56.13,155,2024-02-20 11:54:17,iPad,"Application Status, Amortization Schedule, Mortgage Calculator",False
8067,57,Click,56.41,175,2024-04-15 04:31:06,Google Pixel,Documents,True
4684,67,Calculate,60.91,56,2025-01-16 10:48:10,MacBook,"Vehicle Valuation, Payment Schedule, Documents",False
1440,22,Calculate,61.63,162,2023-02-17 22:13:30,Windows PC,Money Transfer,True
2365,47,View,20.87,25,2024-07-08 04:36:26,Samsung Galaxy,"Payment Schedule, Rate Comparison",False
7195,36,Click,19.66,22,2023-01-04 06:29:58,iPhone,Goal Setting,False
4696,52,Compare,49.77,178,2023-10-30 17:51:12,Google Pixel,Loan Calculator,True
3098,88,Download,54.59,46,2023-04-19 08:03:03,Google Pixel,"Tax Documents, Research",False
2273,3,Download,27.62,29,2023-10-17 23:02:40,iPhone,"Statements, Cash Advance, Rewards Calculator",False
9787,19,Click,45.02,14,2023-02-15 01:30:57,Samsung Galaxy,Payment Schedule,True
5111,8,Click,32.4,9,2023-05-12 05:55:58,Google Pixel,Payment Schedule,False
6362,4,View,24.9,134,2023-03-22 14:22:19,MacBook,"Payment Schedule, Rewards Calculator, Statements",True
906,53,View,27.75,129,2023-04-19 23:49:56,Windows PC,Loan Calculator,False
1936,84,Click,28.82,4,2023-03-28 13:08:29,Windows PC,Trade,False
6438,75,View,47.86,82,2023-11-25 09:23:19,Google Pixel,Documents,False
6420,39,View,19.05,2,2023-02-13 19:30:09,Google Pixel,"Tax Documents, Statements",False
3387,17,Calculate,64.17,15,2025-04-17 03:21:47,iPhone,"Payment Schedule, Cash Advance, Statements",True
2795,85,Click,17.78,20,2024-10-16 01:02:30,iPhone,Research,False
2868,97,Compare,23.29,70,2024-04-09 10:54:44,Windows PC,"Claims, Premium Calculator, Coverage Details",False
2002,7,Calculate,59.32,110,2023-10-26 07:23:54,iPhone,"Payment Schedule, Balance Transfer",False
9153,86,View,63.25,54,2023-10-24 23:07:27,Windows PC,"Portfolio Performance, Tax Documents",False
7387,55,View,97.01,141,2023-11-03 01:25:16,iPhone,Payment Schedule,True
9978,70,View,14.01,12,2025-01-24 23:00:02,iPhone,"Loan Calculator, Payment Schedule, Documents",False
5109,32,View,33.15,4,2023-05-14 04:16:40,Google Pixel,"Interest Calculator, Goal Setting, Automatic Transfers",True
3720,73,Apply,70.65,192,2023-07-18 14:07:32,Google Pixel,"Documents, Mortgage Calculator, Rate Comparison",False
6934,62,Click,36.01,21,2024-01-29 16:44:40,iPad,Application Status,False
507,38,Click,42.26,60,2024-01-08 14:13:05,Samsung Galaxy,"Tax Documents, Statements, Goal Setting",False
5434,27,Download,47.26,25,2024-04-25 17:22:27,Windows PC,"Alerts, Transaction History",False
7795,78,Calculate,49.68,55,2025-02-08 06:00:19,iPad,"Amortization Schedule, Application Status, Rate Comparison",True
5927,41,Calculate,64.92,187,2023-10-23 04:51:14,Windows PC,Goal Setting,False
4146,42,View,20.96,11,2023-09-09 01:57:28,Samsung Galaxy,"Automatic Transfers, Statements, Tax Documents",True
2839,83,View,25.61,13,2024-08-11 07:58:27,MacBook,"Tax Documents, Asset Allocation",False
5261,42,View,31.77,143,2024-06-25 05:38:05,Google Pixel,Interest Calculator,False
4704,26,View,31.62,15,2024-09-03 15:21:54,Windows PC,"Alerts, Transaction History, Money Transfer",False
4162,9,Click,29.0,10,2024-11-05 09:21:41,Google Pixel,"Balance Transfer, Cash Advance, Statements",False
5927,44,View,43.46,20,2024-04-11 23:15:58,iPad,"Tax Documents, Interest Calculator, Statements",False
4913,56,Click,36.52,46,2024-08-11 23:44:55,Android Tablet,"Payment Schedule, Application Status",False
6505,51,View,1.0,20,2023-12-18 04:06:11,Windows PC,Rate Comparison,False
8323,2,View,39.46,34,2024-06-10 16:20:37,Windows PC,"Rewards Calculator, Balance Transfer",True
13,28,Download,42.23,112,2023-07-23 05:47:58,Windows PC,"Bill Pay, Transaction History, Check Deposit",True
1812,74,View,41.33,9,2023-12-30 07:13:04,Windows PC,"Application Status, Rate Comparison",True
6379,31,View,17.33,23,2024-07-17 18:39:05,Samsung Galaxy,"Tax Documents, Automatic Transfers",True
6176,14,View,29.18,8,2024-11-20 08:05:37,Google Pixel,"Payment Schedule, Cash Advance, Balance Transfer",False
6436,36,Click,51.42,55,2023-07-03 13:05:47,Samsung Galaxy,"Interest Calculator, Statements, Goal Setting",False
2088,12,View,44.51,8,2024-06-13 09:34:35,iPhone,"Balance Transfer, Payment Schedule, Cash Advance",True
1875,13,View,1.0,43,2023-11-30 08:36:39,Samsung Galaxy,Balance Transfer,True
5834,41,Apply,56.31,180,2025-02-15 11:47:12,MacBook,"Automatic Transfers, Goal Setting",True
7237,18,View,45.23,6,2023-02-23 19:50:30,iPhone,"Cash Advance, Balance Transfer",True
9694,59,Click,22.09,4,2023-07-29 01:43:38,Google Pixel,"Application Status, Loan Calculator, Rate Comparison",True
7077,83,Compare,52.3,82,2024-02-05 03:04:51,Samsung Galaxy,Asset Allocation,False
4402,92,Click,49.55,15,2024-10-15 09:08:59,MacBook,"Premium Calculator, Policy Documents",True
3177,80,View,1.51,131,2024-10-30 00:41:50,Google Pixel,"Rate Comparison, Application Status",False
5371,75,Click,33.69,27,2024-08-07 04:54:33,MacBook,Mortgage Calculator,False
3343,58,View,62.13,19,2024-08-20 10:24:45,iPhone,"Payment Schedule, Documents",False
2061,43,Click,54.23,192,2025-01-21 01:58:00,iPhone,"Interest Calculator, Automatic Transfers",True
5359,7,Click,6.41,64,2024-07-22 21:46:45,MacBook,Balance Transfer,False
3007,35,Click,33.17,147,2023-11-26 13:53:02,iPhone,Goal Setting,True
1123,78,View,42.51,6,2023-07-05 04:58:37,Samsung Galaxy,"Amortization Schedule, Documents",False
4984,8,Download,56.1,39,2024-06-21 09:26:26,iPad,"Statements, Rewards Calculator",True
2914,80,Click,11.01,9,2024-11-15 08:30:03,iPhone,"Mortgage Calculator, Application Status, Rate Comparison",False
7507,73,Click,31.9,152,2024-10-09 00:51:22,iPhone,"Rate Comparison, Amortization Schedule, Documents",False
6901,20,Compare,61.82,162,2023-12-24 05:18:30,Windows PC,"Statements, Cash Advance, Rewards Calculator",True
4580,4,View,40.95,3,2024-01-06 11:11:21,iPad,Cash Advance,False
4279,19,View,23.38,57,2024-05-10 19:19:37,Samsung Galaxy,"Rewards Calculator, Balance Transfer",False
2261,52,View,20.5,46,2025-02-03 00:07:10,iPhone,"Payment Schedule, Rate Comparison",False
2838,36,Click,43.89,22,2023-02-20 20:45:12,iPad,"Interest Calculator, Automatic Transfers, Statements",False
3284,18,Click,30.0,22,2024-04-19 23:32:28,Samsung Galaxy,Statements,False
2123,2,View,44.57,60,2025-01-23 00:38:36,Samsung Galaxy,Cash Advance,True
8859,18,View,56.61,8,2023-02-21 20:28:38,Google Pixel,"Balance Transfer, Statements",True
9805,23,Click,27.5,38,2023-03-07 22:34:26,Samsung Galaxy,Transaction History,True
954,15,Compare,57.02,116,2023-08-01 08:00:27,Samsung Galaxy,"Cash Advance, Statements, Balance Transfer",True
8040,61,View,50.96,5,2024-10-26 06:04:51,Windows PC,Payment Schedule,True
2406,66,Download,48.27,43,2024-11-26 02:20:46,iPhone,Payment Schedule,False
4392,99,View,37.31,15,2024-04-17 02:15:14,Samsung Galaxy,Coverage Details,False
6833,40,Apply,73.07,140,2023-07-28 15:31:35,iPhone,"Goal Setting, Statements",False
6715,75,Click,14.58,178,2023-07-28 22:00:34,Google Pixel,"Amortization Schedule, Mortgage Calculator, Rate Comparison",False
3078,87,Download,49.53,31,2023-11-01 06:52:56,iPad,"Asset Allocation, Trade, Portfolio Performance",True
3568,1,Calculate,74.92,867,2024-07-16 01:56:09,Samsung Galaxy,"Rewards Calculator, Statements, Payment Schedule",True
1044,44,Download,47.55,114,2024-11-01 05:14:19,iPad,"Goal Setting, Automatic Transfers",True
7915,35,Click,52.47,18,2023-04-29 18:38:45,Samsung Galaxy,"Goal Setting, Statements, Automatic Transfers",False
90,37,Click,29.76,6,2023-07-16 01:40:52,iPhone,"Statements, Automatic Transfers",True
5746,19,View,11.8,30,2024-07-08 20:03:13,Windows PC,"Statements, Cash Advance, Rewards Calculator",False
152,12,Click,25.56,13,2024-09-04 08:25:05,Samsung Galaxy,"Cash Advance, Payment Schedule",False
6738,43,Apply,42.97,50,2023-08-04 15:04:18,iPhone,"Tax Documents, Interest Calculator",False
8349,87,Click,38.33,34,2024-02-08 07:19:10,Windows PC,Asset Allocation,False
7932,79,Apply,57.75,141,2023-04-18 22:54:47,iPad,"Rate Comparison, Amortization Schedule, Application Status",True
9928,70,Click,20.58,6,2024-08-27 11:51:53,iPhone,Application Status,False
7196,48,View,40.82,22,2024-09-18 06:44:28,iPhone,"Application Status, Rate Comparison, Loan Calculator",True
6500,78,Click,55.3,4,2024-04-13 13:13:11,iPhone,"Mortgage Calculator, Application Status",False
9269,41,View,32.23,19,2025-02-04 17:18:47,Google Pixel,"Tax Documents, Interest Calculator, Goal Setting",True
9285,94,Compare,40.45,174,2023-09-03 14:38:37,Google Pixel,"Coverage Details, Claims",True
857,50,Download,39.38,53,2023-05-14 23:50:44,iPhone,Application Status,False
2449,3,Compare,48.09,139,2025-04-06 21:17:38,Google Pixel,"Payment Schedule, Rewards Calculator",True
3662,75,View,28.94,24,2023-06-20 02:47:07,Samsung Galaxy,"Documents, Mortgage Calculator, Application Status",True
6968,50,Click,30.37,28,2023-03-11 23:03:06,MacBook,Payment Schedule,True
7654,95,Click,26.8,61,2024-11-13 18:26:50,iPhone,Policy Documents,False
5075,78,Calculate,40.91,227,2024-01-01 03:16:37,Samsung Galaxy,Application Status,False
6421,37,Download,50.55,134,2024-12-28 11:12:47,Samsung Galaxy,Statements,True
7075,73,Compare,58.43,102,2025-01-10 03:04:09,iPhone,Amortization Schedule,True
6334,26,Calculate,81.98,373,2024-12-02 17:37:01,Windows PC,Transaction History,True
2210,70,View,53.37,7,2024-05-05 01:53:36,iPhone,Loan Calculator,True
961,1,View,12.1,8,2023-08-16 04:12:09,iPhone,"Cash Advance, Balance Transfer, Rewards Calculator",False
4530,64,View,29.01,27,2024-09-02 00:54:03,Windows PC,"Application Status, Payment Schedule, Vehicle Valuation",False
9739,15,View,7.35,5,2023-05-10 14:59:02,iPhone,Rewards Calculator,False
5351,32,Download,70.2,98,2023-07-17 19:05:28,iPad,"Statements, Automatic Transfers, Tax Documents",False
